x,y
-20.0,-0.9129452497408057
-19.9,-0.8676441003387747
-19.799999999999997,-0.8136737374245191
-19.699999999999996,-0.7515734153326651
-19.599999999999994,-0.6819636200642964
-19.499999999999993,-0.6055398699398769
-19.39999999999999,-0.5230657651928347
-19.29999999999999,-0.43536536037675977
-19.19999999999999,-0.34331492882013115
-19.099999999999987,-0.24783420797227132
-18.999999999999986,-0.14987720966283022
-18.899999999999984,-0.050422687806797754
-18.799999999999983,0.04953564087838442
-18.69999999999998,0.1489990258141125
-18.59999999999998,0.24697366172630128
-18.49999999999998,0.34248061846987027
-18.399999999999977,0.43456562207570754
-18.299999999999976,0.5223085896612772
-18.199999999999974,0.6048328226232996
-18.099999999999973,0.6813137655517444
-17.99999999999997,0.7509872467524756
-17.89999999999997,0.813157111579917
-17.79999999999997,0.8672021791860138
-17.699999999999967,0.9125824488142237
-17.599999999999966,0.9488444979396303
-17.499999999999964,0.9756260055363146
-17.399999999999963,0.992659380669557
-17.29999999999996,0.999774431613499
-17.19999999999996,0.9969000674209423
-17.09999999999996,0.984065005044067
-16.999999999999957,0.9613974917829963
-16.899999999999956,0.9291240124982895
-16.799999999999955,0.8875670330296173
-16.699999999999953,0.8371417767808755
-16.59999999999995,0.7783520758539851
-16.49999999999995,0.7117853424598604
-16.39999999999995,0.6381066825480753
-16.299999999999947,0.5580522717143425
-16.199999999999946,0.47242198728552437
-16.099999999999945,0.3820714189750694
-15.999999999999945,0.28790332019139103
-15.899999999999945,0.19085858815596188
-15.799999999999946,0.09190684994403633
-15.699999999999946,-0.007963183284475015
-15.599999999999946,-0.10775365204538756
-15.499999999999947,-0.2064674880580518
-15.399999999999947,-0.3031183599165805
-15.299999999999947,-0.3967405747349269
-15.199999999999948,-0.4863986896450891
-15.099999999999948,-0.5711968700397118
-14.999999999999948,-0.6502878403340216
-14.899999999999949,-0.7228813495917931
-14.79999999999995,-0.7882520649995255
-14.69999999999995,-0.8457468300510241
-14.59999999999995,-0.8947911716571105
-14.49999999999995,-0.9348950553193267
-14.39999999999995,-0.9656577764659277
-14.299999999999951,-0.9867719642424564
-14.199999999999951,-0.9980266539091291
-14.099999999999952,-0.9993093892108945
-13.999999999999952,-0.9906073558634335
-13.899999999999952,-0.9720075014520067
-13.799999999999953,-0.9436956694618247
-13.699999999999953,-0.9059547414933805
-13.599999999999953,-0.8591618146108565
-13.499999999999954,-0.8037844264861018
-13.399999999999954,-0.7403758899373887
-13.299999999999955,-0.6695697621937121
-13.199999999999955,-0.5920735148723517
-13.099999999999955,-0.5086614643973214
-12.999999999999956,-0.4201670368291516
-12.899999999999956,-0.3274744391377943
-12.799999999999956,-0.2315098250957845
-12.699999999999957,-0.133232041419863
-12.599999999999957,-0.03362304722110423
-12.499999999999957,0.06632189735124268
-12.399999999999958,0.1656041754480819
-12.299999999999958,0.2632317913658536
-12.199999999999958,0.35822928223726597
-12.099999999999959,0.44964746454031673
-11.99999999999996,0.5365729180485594
-11.89999999999996,0.6181371122362463
-11.79999999999996,0.693525084772114
-11.69999999999996,0.7619835838942659
-11.59999999999996,0.8228285948662462
-11.499999999999961,0.8754521743201676
-11.399999999999961,0.9193285256723447
-11.299999999999962,0.9540192499283643
-11.199999999999962,0.9791777292333701
-11.099999999999962,0.9945525884404386
-10.999999999999963,0.9999902071860509
-10.899999999999963,0.9954362549120357
-10.799999999999963,0.9809362300222894
-10.699999999999964,0.9566350161575913
-10.599999999999964,0.9227754213396752
-10.499999999999964,0.8796957593376811
-10.399999999999965,0.8278264676716182
-10.299999999999965,0.7676858067222171
-10.199999999999966,0.6998746876974418
-10.099999999999966,0.6250706491207613
-9.999999999999966,0.5440211113737351
-9.899999999999967,0.4575358947754868
-9.799999999999967,0.3664791312625468
-9.699999999999967,0.27176063035347614
-9.599999999999968,0.1743267887765124
-9.499999999999968,0.07515112014353793
-9.399999999999968,-0.024775425005362856
-9.299999999999969,-0.12445442328093385
-9.199999999999969,-0.22288991958853382
-9.09999999999997,-0.31909836518181023
-8.99999999999997,-0.4121184866688935
-8.89999999999997,-0.5010208571586379
-8.79999999999997,-0.5849171932264132
-8.69999999999997,-0.6629692302372704
-8.599999999999971,-0.7343970934553677
-8.499999999999972,-0.7984871105336396
-8.399999999999972,-0.8545989071335818
-8.299999999999972,-0.9021718333364427
-8.199999999999973,-0.9407305565027129
-8.099999999999973,-0.9698898107738021
-7.999999999999973,-0.9893582491333099
-7.899999999999974,-0.998941342861282
-7.799999999999974,-0.9985433457670894
-7.699999999999974,-0.9881682340182497
-7.599999999999975,-0.9679196720786437
-7.499999999999975,-0.9379999767891684
-7.3999999999999755,-0.8987080951403434
-7.299999999999976,-0.8504366204300668
-7.199999999999976,-0.7936678637974206
-7.0999999999999766,-0.7289690401143271
-6.999999999999977,-0.6569865987166587
-6.899999999999977,-0.5784397645110633
-6.799999999999978,-0.4941133511561596
-6.699999999999978,-0.4048499206182292
-6.599999999999978,-0.3115413635134386
-6.499999999999979,-0.21511998808487853
-6.399999999999979,-0.11654920485046157
-6.299999999999979,-0.016813900484329607
-6.19999999999998,0.08308940281751599
-6.09999999999998,0.18216250427147493
-5.9999999999999805,0.27941549819896794
-5.899999999999981,0.3738766648309085
-5.799999999999981,0.46460217942215754
-5.6999999999999815,0.5506855426639923
-5.599999999999982,0.6312666378712034
-5.499999999999982,0.7055403255637256
-5.399999999999983,0.7727644875241723
-5.299999999999983,0.8322674420956825
-5.199999999999983,0.8834546552688949
-5.099999999999984,0.9258146823372239
-4.999999999999984,0.958924274695148
-4.899999999999984,0.9824526127228855
-4.799999999999985,0.9961646091163384
-4.699999999999985,0.9999232583096658
-4.599999999999985,0.9936910054997123
-4.499999999999986,0.9775301176131848
-4.399999999999986,0.9516020737584051
-4.2999999999999865,0.9161659364338539
-4.199999999999987,0.8715757716861084
-4.099999999999987,0.8182771094521044
-3.999999999999987,0.7568024918601118
-3.899999999999987,0.6877661593028302
-3.799999999999987,0.6118578912019675
-3.699999999999987,0.5298361414567555
-3.5999999999999868,0.4425204444216894
-3.4999999999999867,0.35078322994511624
-3.3999999999999866,0.25554110643180045
-3.2999999999999865,0.15774569396444285
-3.1999999999999864,0.05837414307067061
-3.0999999999999863,-0.041580662033307195
-2.9999999999999862,-0.14112000785872908
-2.899999999999986,-0.2392493341324461
-2.799999999999986,-0.3349881526843476
-2.699999999999986,-0.4273798815024341
-2.599999999999986,-0.5155013724415538
-2.499999999999986,-0.598472144398637
-2.3999999999999857,-0.6754631806869893
-2.2999999999999856,-0.7457052082717421
-2.1999999999999855,-0.8084964019830682
-2.0999999999999854,-0.8632093658150425
-1.9999999999999853,-0.9092974264614537
-1.8999999999999853,-0.9463000875349531
-1.7999999999999852,-0.9738476308173203
-1.699999999999985,-0.9916648126183499
-1.599999999999985,-0.9995736039149274
-1.499999999999985,-0.9974949869361661
-1.3999999999999848,-0.9854497301065708
-1.2999999999999847,-0.9635581854560897
-1.1999999999999846,-0.9320390859789407
-1.0999999999999845,-0.8912073595102068
-0.9999999999999846,-0.8414709846480596
-0.8999999999999846,-0.783326909586811
-0.7999999999999846,-0.7173560908907104
-0.6999999999999846,-0.6442176872361269
-0.5999999999999847,-0.5646424734857016
-0.4999999999999847,-0.47942553861640247
-0.3999999999999847,-0.3894183423096861
-0.2999999999999847,-0.2955202066613693
-0.19999999999998472,-0.19866933079363583
-0.09999999999998471,-0.09983341664681018
